wav_id,label
5f414b269dd513131eacee8e,fear
5f414b409dd513131eacee8f,fear
5f414b609dd513131eacee90,fear
5f414b7a9dd513131eacee91,fear
5f41cb619dd513131eacee93,neutral
5f41cb7b9dd513131eacee94,neutral
5f41cb9b9dd513131eacee95,neutral
5f41cbfb9dd513131eacee97,neutral
5f41cc219dd513131eacee98,happiness
5f41ccf79dd513131eacee9e,happiness
5f41cd159dd513131eacee9f,happiness
5f41cd379dd513131eaceea0,happiness
5f41cd589dd513131eaceea1,happiness
5f41cdaf9dd513131eaceea2,happiness
5f41ce859dd513131eaceeab,sadness
5f41ce9a9dd513131eaceeac,angry
5f41cee29dd513131eaceead,sadness
5f41cf439dd513131eaceeaf,sadness
5f41cf799dd513131eaceeb0,sadness
5f41cfb19dd513131eaceeb2,happiness
5f41d0279dd513131eaceeb5,happiness
5f41d0509dd513131eaceeb6,happiness
5f41d07f9dd513131eaceeb7,neutral
5f41d0e79dd513131eaceebb,disgust
5f41d1259dd513131eaceebd,disgust
5f41d1429dd513131eaceebe,disgust
5f41d1809dd513131eaceebf,disgust
5f41d1a69dd513131eaceec1,disgust
5f41d1ce9dd513131eaceec2,sadness
5f41d2029dd513131eaceec3,disgust
5f41d2279dd513131eaceec4,neutral
5f41d2449dd513131eaceec5,neutral
5f41d2e19dd513131eaceecd,sadness
5f41d2f69dd513131eaceece,sadness
5f41d3169dd513131eaceecf,sadness
5f41d33f9dd513131eaceed0,sadness
5f41d3659dd513131eaceed1,sadness
5f41d38e9dd513131eaceed3,surprise
5f41d3a49dd513131eaceed4,surprise
5f41d4459dd513131eaceed8,sadness
5f41d4699dd513131eaceed9,sadness
5f41d4ce9dd513131eaceede,happiness
5f41d4e59dd513131eaceedf,happiness
5f41d58c9dd513131eaceee4,happiness
5f41d5f79dd513131eaceee8,happiness
5f41d61b9dd513131eaceee9,happiness
5f41d63e9dd513131eaceeea,happiness
5f41d6699dd513131eaceeeb,happiness
5f41d7229dd513131eaceef2,surprise
5f41d73e9dd513131eaceef3,surprise
5f41d7639dd513131eaceef4,surprise
5f41d7849dd513131eaceef5,surprise
5f41d7ab9dd513131eaceef6,neutral
5f41d7cc9dd513131eaceef8,sadness
5f41d7fe9dd513131eaceef9,neutral
5f41d8629dd513131eaceefc,sadness
5f41d8899dd513131eaceefd,sadness
5f41d8ea9dd513131eacef01,angry
5f41d9159dd513131eacef02,angry
5f41d9779dd513131eacef04,angry
5f41d99e9dd513131eacef05,neutral
5f41d9c39dd513131eacef07,fear
5f41d9e59dd513131eacef08,fear
5f41da539dd513131eacef0b,fear
5f41da779dd513131eacef0c,fear
5f4259b69dd513131eaceff2,sadness
5f4259d29dd513131eaceff3,sadness
5f4259ec9dd513131eaceff4,neutral
5f425a0a9dd513131eaceff5,happiness
5f425a299dd513131eaceff6,happiness
5f425a499dd513131eaceff8,happiness
5f425a609dd513131eaceff9,happiness
5f425a7c9dd513131eaceffa,happiness
5f425a939dd513131eaceffb,happiness
5f425aae9dd513131eaceffc,happiness
5f425ad69dd513131eaceffe,sadness
5f425aef9dd513131eacefff,sadness
5f425b0e9dd513131eacf000,sadness
5f425b319dd513131eacf004,sadness
5f425b4d9dd513131eacf005,happiness
5f425b749dd513131eacf00b,angry
5f425b8c9dd513131eacf00c,angry
5f425baa9dd513131eacf00d,angry
5f425bd09dd513131eacf00e,angry
5f425bed9dd513131eacf00f,angry
5f425c169dd513131eacf011,fear
5f425c2d9dd513131eacf012,fear
5f425c469dd513131eacf013,fear
5f425c669dd513131eacf014,fear
5f425c889dd513131eacf015,sadness
5f425cc09dd513131eacf01b,happiness
5f425cd79dd513131eacf01c,happiness
5f425cf69dd513131eacf01f,happiness
5f425d0c9dd513131eacf020,happiness
5f425d239dd513131eacf024,happiness
5f425d509dd513131eacf028,disgust
5f425d639dd513131eacf029,sadness
5f425d859dd513131eacf02a,sadness
5f425da29dd513131eacf02b,sadness
5f425dc79dd513131eacf02c,sadness
5f425df916bbac1317968f0f,surprise
5f425e4216bbac1317968f10,neutral
5f425e609dd513131eacf039,sadness
5f425e7e9dd513131eacf03a,surprise
5f425ea39dd513131eacf03e,happiness
5f425eba9dd513131eacf042,happiness
5f425ed79dd513131eacf043,happiness
5f425f4e9dd513131eacf04b,sadness
5f425f669dd513131eacf04c,sadness
5f425fc19dd513131eacf04f,sadness
5f4260cc9dd513131eacf05a,disgust
5f4260e29dd513131eacf05b,sadness
5f4261039dd513131eacf05e,sadness
5f4261379dd513131eacf062,sadness
5f42614c9dd513131eacf063,neutral
5f42616f9dd513131eacf067,disgust
5f4261859dd513131eacf068,disgust
5f42619c9dd513131eacf06b,disgust
5f4261b19dd513131eacf06c,disgust
5f4262089dd513131eacf074,happiness
5f4262259dd513131eacf077,happiness
5f4262449dd513131eacf07a,neutral
5f42625a9dd513131eacf07b,happiness
5f4262889dd513131eacf07c,happiness
5f4277579dd513131eacf139,neutral
5f4277729dd513131eacf13a,neutral
5f4277919dd513131eacf13b,neutral
5f4277c49dd513131eacf13c,happiness
5f4277e29dd513131eacf13d,happiness
5f4278099dd513131eacf13f,happiness
5f42782c9dd513131eacf143,happiness
5f42784c16bbac1317968f11,happiness
5f4278659dd513131eacf14a,happiness
5f42789a9dd513131eacf14f,happiness
5f4278e69dd513131eacf156,angry
5f4278f716bbac1317968f12,angry
5f4279169dd513131eacf15b,angry
5f42793c9dd513131eacf15e,sadness
5f42796b9dd513131eacf166,sadness
5f4279b516bbac1317968f13,disgust
5f4279da9dd513131eacf173,disgust
5f4279fb9dd513131eacf178,disgust
5f427a189dd513131eacf17b,disgust
5f427a3716bbac1317968f14,disgust
5f427b139dd513131eacf191,happiness
5f427b3b9dd513131eacf192,happiness
5f427b689dd513131eacf193,happiness
5f427b8b9dd513131eacf194,happiness
5f427bad9dd513131eacf196,disgust
5f427bc79dd513131eacf197,disgust
5f427c0e9dd513131eacf199,neutral
5f427c299dd513131eacf19a,happiness
5f427c549dd513131eacf19c,sadness
5f427c689dd513131eacf19d,sadness
5f427c8d9dd513131eacf19e,sadness
5f427cb39dd513131eacf19f,neutral
5f427cce9dd513131eacf1a0,neutral
5f427d669dd513131eacf1b4,surprise
5f427d7a9dd513131eacf1b7,surprise
5f427d959dd513131eacf1b8,surprise
5f427db69dd513131eacf1bb,neutral
5f427ddb16bbac1317968f15,surprise
5f427f4e9dd513131eacf1d2,happiness
5f427f709dd513131eacf1d3,happiness
5f427fe49dd513131eacf1d8,happiness
5f427ffd9dd513131eacf1d9,happiness
5f4280349dd513131eacf1db,happiness
5f4280579dd513131eacf1dc,happiness
5f42808f9dd513131eacf1de,surprise
5f4280a39dd513131eacf1df,surprise
5f4280c69dd513131eacf1e0,fear
5f4280e69dd513131eacf1e1,neutral
5f42810a9dd513131eacf1e2,neutral
5f4281499dd513131eacf1e5,sadness
5f4281639dd513131eacf1e6,neutral
5f4281859dd513131eacf1e7,neutral
5f4281db9dd513131eacf1e8,sadness
5f4281fe9dd513131eacf1e9,sadness
5f4282499dd513131eacf1ec,angry
5f4282609dd513131eacf1ed,angry
5f4283139dd513131eacf1f2,angry
5f4283409dd513131eacf1f4,fear
5f42839b9dd513131eacf1f7,fear
5f4283e69dd513131eacf1f9,fear
5f42840f9dd513131eacf1fa,fear
5f3fe2969dd513131eace8b4,happiness
5f3fe2a99dd513131eace8b5,happiness
5f3fe2c59dd513131eace8b6,happiness
5f3fe30b9dd513131eace8c2,happiness
5f3fe3329dd513131eace8c7,sadness
5f3fe3429dd513131eace8c8,happiness
5f3fe3629dd513131eace8cb,sadness
5f3fe37a9dd513131eace8cd,sadness
5f3fe3a19dd513131eace8ce,sadness
5f3fe3c59dd513131eace8d3,sadness
5f3fe45c9dd513131eace8e1,sadness
5f3fe49f9dd513131eace8e8,happiness
5f3fe5189dd513131eace8f6,disgust
5f3fe5189dd513131eace8f7,happiness
5f3fe5359dd513131eace8f9,disgust
5f3fe5919dd513131eace904,sadness
5f3fe5bb9dd513131eace908,sadness
5f3fe5d79dd513131eace90c,sadness
5f3fe6049dd513131eace90f,disgust
5f3fe6269dd513131eace913,surprise
5f3fe6369dd513131eace915,disgust
5f3fe63a9dd513131eace916,surprise
5f3fe65e9dd513131eace919,surprise
5f3fe6759dd513131eace91b,surprise
5f3fe6799dd513131eace91c,disgust
5f3fe6989dd513131eace91e,neutral
5f3fe6ac9dd513131eace920,disgust
5f3fe6d39dd513131eace926,neutral
5f3fe6f19dd513131eace929,happiness
5f3fe7119dd513131eace92d,disgust
5f3fe72e9dd513131eace92e,sadness
5f3fe7709dd513131eace934,disgust
5f3fe7839dd513131eace936,disgust
5f3fe7b69dd513131eace939,disgust
5f3fe7d69dd513131eace93c,happiness
5f3fe8479dd513131eace944,happiness
5f3fe9249dd513131eace95e,happiness
5f3fe96b9dd513131eace96c,happiness
5f3fe98a9dd513131eace96f,happiness
5f3feaaf9dd513131eace99f,neutral
5f3feaf99dd513131eace9ab,happiness
5f3feb859dd513131eace9b9,happiness
5f3febdd9dd513131eace9be,sadness
5f3fed569dd513131eace9db,angry
5f3fed6e9dd513131eace9de,angry
5f3fede59dd513131eace9e9,angry
5f3ff4f29dd513131eacea38,sadness
5f3ff52b9dd513131eacea3a,neutral
5f3ff5639dd513131eacea3c,happiness
5f3ff5809dd513131eacea3d,happiness
5f3ff60d9dd513131eacea43,happiness
5f3ff64c9dd513131eacea46,sadness
5f3ff65f9dd513131eacea47,sadness
5f3ff6809dd513131eacea48,sadness
5f3ff6b99dd513131eacea4a,happiness
5f3ff6db9dd513131eacea4c,disgust
5f3ff6f29dd513131eacea4d,disgust
5f3ff7119dd513131eacea4e,angry
5f3ff74d9dd513131eacea50,angry
5f3ff8169dd513131eacea53,fear
5f4098ac9dd513131eaceb61,happiness
5f4098bf9dd513131eaceb62,happiness
5f4098d89dd513131eaceb63,happiness
5f40992d9dd513131eaceb67,sadness
5f409a129dd513131eaceb6d,surprise
5f409a3f9dd513131eaceb6f,neutral
5f409b3c9dd513131eaceb7a,happiness
5f409b5e9dd513131eaceb7b,happiness
5f409ba59dd513131eaceb7e,sadness
5f409bf19dd513131eaceb81,sadness
5f409c0f9dd513131eaceb82,sadness
5f409c679dd513131eaceb86,fear
5f409d739dd513131eaceb8f,disgust
5f409dc79dd513131eaceb92,sadness
5f409e179dd513131eaceb96,disgust
5f409e7a9dd513131eaceb9a,sadness
5f409ec99dd513131eaceb9e,happiness
5f409f249dd513131eaceba1,surprise
5f409f5c9dd513131eaceba4,sadness
5f409fe29dd513131eacebab,happiness
5f40a0299dd513131eacebae,happiness
5f40a0409dd513131eacebaf,happiness
5f40a0a29dd513131eacebb3,sadness
5f40a1079dd513131eacebb7,angry
5f40a1879dd513131eacebbb,sadness
5f40a4049dd513131eacebf0,neutral
5f40a6569dd513131eacec37,disgust
5f40a7979dd513131eacec64,happiness
5f40a81a9dd513131eacec72,angry
5f40a9cc9dd513131eaceca0,happiness
5f40acf89dd513131eacecdf,sadness
5f40ad659dd513131eacece2,sadness
5f40ada89dd513131eacece5,surprise
5f40af539dd513131eacecf1,happiness
5f40afda9dd513131eacecf5,sadness
5f40b0dd9dd513131eacecfd,angry
5f40b16a9dd513131eaced01,angry
5f40b43e9dd513131eaced22,fear
5f40b4529dd513131eaced23,fear
5f40b4749dd513131eaced26,neutral
5f40b4b09dd513131eaced29,neutral
5f40b5249dd513131eaced2d,happiness
5f40b57c9dd513131eaced30,happiness
5f40b6899dd513131eaced39,angry
5f40b69f9dd513131eaced3a,angry
5f40b6ea9dd513131eaced3c,disgust
5f40b7809dd513131eaced42,fear
5f40b7eb9dd513131eaced45,fear
5f40b98b9dd513131eaced53,happiness
5f40b9db9dd513131eaced56,sadness
5f40bb259dd513131eaced5f,neutral
5f40bb499dd513131eaced60,sadness
5f40bc339dd513131eaced68,happiness
5f40bcdf9dd513131eaced6c,sadness
5f40bdcc9dd513131eaced73,surprise
5f40be279dd513131eaced76,sadness
5f40bf249dd513131eaced7e,sadness
5f40bf8b9dd513131eaced81,neutral
5f40bfbd9dd513131eaced83,disgust
5f40bfd19dd513131eaced84,disgust
5f40c0c79dd513131eaced8c,happiness
5f3e900b9dd513131eace333,sadness
5f3e90859dd513131eace33d,angry
5f3e90849dd513131eace33c,sadness
5f3e90bd9dd513131eace340,sadness
5f3e911116bbac1317968ef7,disgust
5f3e91139dd513131eace348,surprise
5f3e912d9dd513131eace34a,disgust
5f3e91359dd513131eace34b,surprise
5f3e915b9dd513131eace350,surprise
5f3e91a2523e2705d4275a7e,neutral
5f3e91c09dd513131eace35f,neutral
5f3e92389dd513131eace373,disgust
5f3e92569dd513131eace376,neutral
5f3e92c59dd513131eace384,sadness
5f3e92f19dd513131eace385,sadness
5f3e93899dd513131eace394,sadness
5f3e93b49dd513131eace399,sadness
5f3e94089dd513131eace3a2,surprise
5f3e94589dd513131eace3ae,neutral
5f3e94849dd513131eace3b3,sadness
5f3d4b308a3c1005aa97ca07,happiness
5f3d4c2d8a3c1005aa97ca10,sadness
5f3d4c8f8a3c1005aa97ca13,sadness
5f3d4ccb8a3c1005aa97ca15,happiness
5f3d4f518a3c1005aa97ca1e,angry
5f3d4fc58a3c1005aa97ca23,happiness
5f3d50358a3c1005aa97ca27,sadness
5f3dc5af8a3c1005aa97cb80,sadness
5f3dc61e8a3c1005aa97cb89,surprise
5f3dc6eb8a3c1005aa97cb93,happiness
5f3dc7128a3c1005aa97cb94,happiness
5f3dc9e28a3c1005aa97cbb6,surprise
5f3dca148a3c1005aa97cbb9,fear
5f3dca548a3c1005aa97cbbc,sadness
5f3dcaec8a3c1005aa97cbc3,disgust
5f3dcc908a3c1005aa97cbdb,happiness
5f3dedeb8a3c1005aa97cc3e,fear
5f3deee28a3c1005aa97cc44,angry
5f3def018a3c1005aa97cc45,angry
5f3defb38a3c1005aa97cc49,angry
5f3df76f8a3c1005aa97cc52,happiness
5f3df7948a3c1005aa97cc54,happiness
5f3df7c48a3c1005aa97cc56,happiness
5f3df8a28a3c1005aa97cc5e,sadness
5f3df8e18a3c1005aa97cc60,sadness
5f3df9308a3c1005aa97cc63,angry
5f3df9ec8a3c1005aa97cc69,fear
5f3dfa178a3c1005aa97cc6b,fear
5f3e758e9dd513131eace218,angry
5f3e75a29dd513131eace219,angry
5f3e77a19dd513131eace238,sadness
5f3e77db9dd513131eace23f,sadness
5f3e78849dd513131eace259,surprise
5f3e79929dd513131eace283,disgust
5f3e79d69dd513131eace288,disgust
5f3e8cc39dd513131eace2f8,happiness
5f3e8cd79dd513131eace2f9,happiness
5f3e8d9d9dd513131eace306,sadness
5f3e8de69dd513131eace30b,sadness
5f3e8f1e9dd513131eace321,sadness
5f3e8f6a9dd513131eace327,fear
5f3ca4ff8a3c1005aa97c516,angry
5f3ca5b88a3c1005aa97c51a,fear
5f3ca61a8a3c1005aa97c51d,fear
5f3ca6348a3c1005aa97c51e,sadness
5f3ca66b8a3c1005aa97c520,angry
5f3cc59d8a3c1005aa97c6b9,sadness
5f3cc64b8a3c1005aa97c6d4,sadness
5f3cc6738a3c1005aa97c6d6,neutral
5f3cc7578a3c1005aa97c6fe,happiness
5f3cc7718a3c1005aa97c700,happiness
5f3cc7908a3c1005aa97c704,happiness
5f3cc7c98a3c1005aa97c70b,happiness
5f3cc82d8a3c1005aa97c716,happiness
5f3cc84f8a3c1005aa97c719,happiness
5f3cc88a8a3c1005aa97c71f,happiness
5f3cc8ac8a3c1005aa97c721,happiness
5f3cc9218a3c1005aa97c727,sadness
5f3cc9f68a3c1005aa97c73a,sadness
5f3cca248a3c1005aa97c73e,sadness
5f3cca5a8a3c1005aa97c742,sadness
5f3ccf018a3c1005aa97c752,angry
5f3ccf7a8a3c1005aa97c755,fear
5f3ccfb68a3c1005aa97c756,fear
5f3ccff68a3c1005aa97c757,fear
5f3cd04d8a3c1005aa97c759,fear
5f3cd07e8a3c1005aa97c75a,fear
5f3cd1368a3c1005aa97c761,neutral
5f3cd2fd8a3c1005aa97c771,neutral
5f3cd3158a3c1005aa97c772,neutral
5f3cd3308a3c1005aa97c773,disgust
5f3cd3518a3c1005aa97c774,happiness
5f3cd38f8a3c1005aa97c775,happiness
5f3cd3f58a3c1005aa97c779,angry
5f3cd4998a3c1005aa97c77d,angry
5f3cd4be8a3c1005aa97c77e,sadness
5f3d05d08a3c1005aa97c887,happiness
5f3d060c8a3c1005aa97c889,happiness
5f3d06268a3c1005aa97c88a,happiness
5f3d06468a3c1005aa97c88b,happiness
5f3d06848a3c1005aa97c88d,happiness
5f3d06a48a3c1005aa97c88e,happiness
5f3d082f8a3c1005aa97c899,sadness
5f3d084e8a3c1005aa97c89a,sadness
5f3d08728a3c1005aa97c89e,neutral
5f3d0a338a3c1005aa97c8b5,angry
5f3d0a4c8a3c1005aa97c8b6,angry
5f3d0a638a3c1005aa97c8b7,angry
5f3d0a858a3c1005aa97c8b8,angry
5f3d0aa38a3c1005aa97c8b9,surprise
5f62fa563bd6941613f6d6ad,happiness
5f48b469c3e6ff798e91c83f,neutral
5f48b637c3e6ff798e91c86b,neutral
5f447dc39dd513131eacf87b,neutral
5f3d0b218a3c1005aa97c8be,fear
5f3d0b378a3c1005aa97c8bf,fear
5f3d0b518a3c1005aa97c8c0,fear
5f3d0b6e8a3c1005aa97c8c1,fear
5f3d0b938a3c1005aa97c8c2,fear
5f3d0bd08a3c1005aa97c8c4,angry
5f3d0be28a3c1005aa97c8c5,sadness
5f3d0c058a3c1005aa97c8c6,sadness
5f3d0c298a3c1005aa97c8c7,sadness
5f3d0c568a3c1005aa97c8c8,sadness
5f3fe28c9dd513131eace8b0,happiness
5f3e94a89dd513131eace3b8,neutral
5f3e96399dd513131eace3c5,happiness
5f3e96d19dd513131eace3ca,happiness
5f3e96f69dd513131eace3cb,happiness
5f3e97759dd513131eace3d1,happiness
5f3e978b9dd513131eace3d2,happiness
5f3e97b39dd513131eace3d3,happiness
5f3e97d59dd513131eace3d4,happiness
5f3e98019dd513131eace3d5,happiness
5f3e98f99dd513131eace3de,fear
5f3e993b9dd513131eace3e0,fear
5f3e99689dd513131eace3e1,fear
5f3e99a29dd513131eace3e3,disgust
5f3e99b99dd513131eace3e4,disgust
5f3e9a459dd513131eace3e8,neutral
5f3e9a639dd513131eace3e9,neutral
5f3ea0bf9dd513131eace411,neutral
5f3ea0d69dd513131eace412,neutral
5f3ea11f9dd513131eace415,neutral
5f3ea13a9dd513131eace416,happiness
5f3ea17a9dd513131eace419,happiness
5f3ea1919dd513131eace41a,happiness
5f3ea1b19dd513131eace41b,happiness
5f3ea1e19dd513131eace41d,happiness
5f3ea1fd9dd513131eace41e,happiness
5f3ea2339dd513131eace420,sadness
5f3ea2489dd513131eace421,sadness
5f3ea2659dd513131eace422,sadness
5f3ea2859dd513131eace423,sadness
5f3ea29d9dd513131eace424,happiness
5f3ea2c59dd513131eace426,angry
5f3ea2dc9dd513131eace427,angry
5f3ea3009dd513131eace42b,sadness
5f3ea31b9dd513131eace42e,disgust
5f3ea3399dd513131eace431,neutral
5f3ea3619dd513131eace435,fear
5f3ea3759dd513131eace438,fear
5f3ea3939dd513131eace439,fear
5f3ea3b19dd513131eace43c,fear
5f3ea3d19dd513131eace43f,fear
5f3f2f8a9dd513131eace6b6,neutral
5f3f2fc89dd513131eace6b8,happiness
5f3f2fe99dd513131eace6b9,happiness
5f3f30ed9dd513131eace6c2,happiness
5f3f31929dd513131eace6c6,happiness
5f3f31b69dd513131eace6c7,happiness
5f3f33be9dd513131eace6d6,disgust
5f3f34809dd513131eace6dd,disgust
5f3f34a39dd513131eace6de,disgust
5f3f35c99dd513131eace6e6,disgust
5f3f35e09dd513131eace6e7,disgust
5f3f360a9dd513131eace6ed,disgust
5f3f36299dd513131eace6ee,disgust
5f3f36489dd513131eace6f2,disgust
5f3f36959dd513131eace6f8,angry
5f3f36b39dd513131eace6fb,angry
5f3f372a9dd513131eace704,angry
5f3f37469dd513131eace706,neutral
5f3f37e49dd513131eace710,happiness
5f3f38079dd513131eace712,happiness
5f3f38229dd513131eace714,happiness
5f3f38459dd513131eace717,happiness
5f3f39779dd513131eace72f,happiness
5f3f3a6a9dd513131eace73d,surprise
5f3f3a959dd513131eace73e,surprise
5f3f3adc9dd513131eace744,neutral
5f3f3afd9dd513131eace746,neutral
5f3f3cb19dd513131eace762,sadness
5f3f3cd99dd513131eace764,sadness
5f3f3dde9dd513131eace777,neutral
5f3f40c29dd513131eace78f,sadness
5f3f40ec9dd513131eace791,sadness
5f3f41829dd513131eace795,neutral
5f3f41a39dd513131eace796,neutral
5f3f41d89dd513131eace798,happiness
5f3f42a39dd513131eace79e,happiness
5f3f42c99dd513131eace79f,happiness
5f3f44139dd513131eace7aa,angry
5f3f44739dd513131eace7ad,angry
5f3f44c29dd513131eace7af,angry
5f3f44eb9dd513131eace7b0,angry
5f3f450e9dd513131eace7b2,fear
5f3f45b39dd513131eace7b5,fear
5f3f45fb9dd513131eace7b7,fear
5f3f46279dd513131eace7b8,fear
5f3f4bfe9dd513131eace7c5,neutral
5f3f4c159dd513131eace7c6,neutral
5f3f4c2d9dd513131eace7c7,neutral
5f3f4c459dd513131eace7c8,happiness
5f3f4c5e9dd513131eace7c9,happiness
5f3f4c949dd513131eace7cb,happiness
5f3f4d599dd513131eace7d3,sadness
5f3f4d7b9dd513131eace7d4,sadness
5f3f4d999dd513131eace7d5,sadness
5f3f4db29dd513131eace7d6,happiness
5f3f4e229dd513131eace7da,disgust
5f3f4e459dd513131eace7db,angry
5f3f4e8f9dd513131eace7dd,angry
5f3f4eb09dd513131eace7de,sadness
5f3f4ef69dd513131eace7e1,fear
5f3f4f149dd513131eace7e2,sadness
5f3f4f389dd513131eace7e3,fear
5f3f4f519dd513131eace7e4,sadness
5f3f7a159dd513131eace827,neutral
5f3f7a439dd513131eace828,happiness
5f3f7ac29dd513131eace82e,happiness
5f3fdd379dd513131eace85f,happiness
5f3fdd529dd513131eace860,happiness
5f3fdd769dd513131eace861,happiness
5f3fdde39dd513131eace865,neutral
5f3fde029dd513131eace869,neutral
5f3fde289dd513131eace86b,neutral
5f3fde689dd513131eace86f,happiness
5f3fde8d9dd513131eace871,happiness
5f3fdec59dd513131eace875,happiness
5f40a96c9dd513131eacec96,sadness
5f3fdf379dd513131eace87b,happiness
5f3fdf9b9dd513131eace87f,happiness
5f3fdfc29dd513131eace883,happiness
5f3fdfec9dd513131eace886,disgust
5f3fe0079dd513131eace888,disgust
5f3fe02e9dd513131eace88a,sadness
5f3fe0549dd513131eace88b,neutral
5f3fe0709dd513131eace88e,neutral
5f3fe09e9dd513131eace892,disgust
5f3fe0b49dd513131eace894,happiness
5f3fe0b19dd513131eace893,disgust
5f40b8969dd513131eaced4b,surprise
5f5b41852e23c7161acccec4,neutral
5f5b41af54b236162128468a,neutral
5f5b46162e23c7161accceca,angry
5f5b462854b2361621284691,angry
5f5b464554b2361621284692,angry
5f5b466c2e23c7161acccecb,angry
5f5b46f8b8781316283497c1,angry
5f5b489a3bd6941613f6d042,sadness
5f5b48a6b8781316283497cd,neutral
5f5b48d654b2361621284699,neutral
5f5b494554b236162128469d,angry
5f5b49e3b8781316283497d0,sadness
5f5b4a2b54b23616212846a1,sadness
5f5b4a6154b23616212846a2,sadness
5f5b4a9454b23616212846a3,sadness
5f5b4ba02e23c7161accced5,happiness
5f5b4cca54b23616212846a4,happiness
5f5b4cf854b23616212846a5,neutral
5f5b4d7fb8781316283497d5,angry
5f5b4df654b23616212846ad,disgust
5f5b54d52e23c7161acccedf,neutral
5f5b54ee54b23616212846ba,happiness
5f5b557ab8781316283497e9,neutral
5f5b558f54b23616212846bb,neutral
5f5b55a1b8781316283497ea,neutral
5f5b55b9b8781316283497eb,neutral
5f5b562ab8781316283497ec,sadness
5f5b564254b23616212846bf,sadness
5f5b565c3bd6941613f6d056,happiness
5f5b5675b8781316283497ed,happiness
5f5b56e82e23c7161acccee3,angry
5f5b57042e23c7161acccee4,angry
5f5b571f3bd6941613f6d059,disgust
5f5b57a22e23c7161acccee8,fear
5f5b57b62e23c7161acccee9,fear
5f5b57d2b8781316283497ee,sadness
5f5b57eeb8781316283497ef,fear
5f5b5873b8781316283497f3,happiness
5f5b588854b23616212846c7,happiness
5f5b58a454b23616212846c8,happiness
5f5b58ba3bd6941613f6d05c,happiness
5f5b58d12e23c7161accceec,happiness
5f5b58fa2e23c7161accceed,neutral
5f5b59123bd6941613f6d05d,happiness
5f5b59273bd6941613f6d05e,happiness
5f5b5941b8781316283497f7,happiness
5f5b59592e23c7161accceef,angry
5f5b59722e23c7161acccef0,sadness
5f5b598db8781316283497fa,sadness
5f5b59b4b8781316283497fd,happiness
5f5b59adb8781316283497fb,sadness
5f5b59cb54b23616212846ca,happiness
